Client_id,Name,Age,Gender,Country,Loyalty
a2afceff-f87e-4f65-a338-f004825a4aac,Sandra Trujillo,31,Male,USA,Vip
13da3810-f80b-4e52-8ff4-2a9e2768413a,Rebecca Mosley,50,Female,UK,Vip
3c2a0acc-49d6-4999-86a8-e4f07e538ab9,Leah Harrell,61,Male,UK,Vip
92122f1b-12cf-46e2-81eb-b56d0c550129,Alicia Peters,24,Female,USA,Returning
49d94483-7c3b-4915-b3c7-001ce7669965,Tyler Rivera,18,Female,UK,Returning
53b9a3a1-3f4d-415a-a15b-2978164ba026,Ana Price,69,Female,Canada,New
aea2333b-94de-4586-9909-d8d490f0e54a,Donna Mora,68,Male,Canada,New
efa88066-df4d-4e04-aeef-5c6f0d7ccbfc,Joshua Campbell,35,Male,USA,New
3141351d-0906-4c3b-840b-4517b361e26d,Shannon Griffith,68,Male,USA,Returning
7629b0f5-6430-4668-adec-70a697babd43,Samantha Wolfe,57,Female,USA,New
b2c2882e-6920-4728-83a9-40f3c8473c46,Robert Williams,65,Female,UK,New
97a00427-17f6-4efe-bd4e-816781fa27d5,Rickey Villegas,64,Female,UK,Returning
6ed4fcb6-1b5a-47f8-8581-3e9ebf77399f,Jennifer Snyder,31,Male,UK,Returning
579c6033-3f6a-464b-835d-71560552f16b,Linda Grimes,68,Male,Canada,New
240bcd5c-e8da-4cc9-ada9-f45c3e01f8be,Kevin Walker,34,Female,Canada,Returning
8d1bc7cb-b5ef-4186-8e61-c0cfbafb5809,Anna Hurley,32,Female,USA,Vip
b3c18c14-710e-4da3-91a9-91df77ce2a64,Michael Gonzales,39,Male,UK,New
218c52a5-20da-4458-8afa-97867b79142b,Ashley Wilson,31,Male,Canada,Vip
b354ad39-4648-4320-af2f-7fa1b15703c1,Danielle Grant,70,Female,Canada,New
2cca7bc3-0b5d-46e9-a123-82eafee115cd,Brenda Williamson,47,Male,USA,New
1404118b-7a90-4c82-9d4d-2652d07c641f,Matthew Ferguson,50,Female,UK,Vip
103130ad-1de6-4ca5-aa91-714b18d290a9,Paul Glover,35,Male,USA,Returning
0c564b79-de18-4f5d-a3bf-ed636251bf94,Shannon Erickson,58,Male,Canada,New
af0a988a-e1f6-448a-85e8-9f5796788113,Mary Henson,29,Male,Canada,New
b3325d65-e73e-407c-9d4d-5f493b4a1548,Teresa Peterson,66,Male,USA,Vip
320cafce-cf50-437a-b583-3358a8563336,Angela Beard,30,Female,UK,Returning
7d83fdf1-4308-42ad-8b38-9fd27e008b2e,William Perez,47,Male,UK,Returning
8255854c-d4f3-4e66-b62e-dd1d86b867ff,Derek Rivera PhD,39,Male,USA,Vip
26f66116-e05a-441a-994d-5864f06c23c2,Carrie Freeman,31,Male,Canada,Returning
6cf43440-e19a-4538-922a-042ac27bb49f,Amanda Jackson,44,Male,USA,Vip
e5f96b34-a74c-4102-8102-627c2053faca,Mark Meyer,52,Female,USA,Vip
ac9a6330-58db-4e5b-9ba8-2fb2e060eec4,Geoffrey Lowery,57,Male,USA,Vip
e140fffb-f8af-4f47-a335-042612855621,Jessica Murillo,41,Female,UK,Returning
f03681fa-5587-42a8-aee0-ca1baf65cc41,Holly Owens,69,Male,USA,Vip
d299d3b3-7f0e-4b53-971e-e0a4280e964c,Brittany Bass,45,Male,USA,Vip
ff1bab66-ac50-4ba4-ad81-1d381ba509dd,Angela Hall,38,Male,UK,New
3b6fdc49-8021-4bfb-9444-1e6f0eb816a4,Jon Ware,44,Female,UK,Returning
97793c56-8461-43a5-a3e7-07201cccb553,Andrea Johnson,67,Female,UK,Vip
4ddc9f59-4c23-45a6-89a5-b17c4a0efae7,Yolanda Lewis,52,Female,UK,New
5a2fcc0e-e92e-4ca2-878a-47f91a21a16f,Breanna Wright,59,Male,UK,Vip
9f477c8a-afa7-4425-b9c5-c8b3a8c49230,Daniel Ward,51,Female,UK,Returning
63733f69-dad0-4aa2-9956-d1b6e2f04ff9,Robert Boyer,61,Male,Canada,Returning
55fa5da3-dfdb-401f-a037-520e2020a46e,Peter Wood,24,Male,USA,New
53d4dfce-c558-4962-abfc-64c24c4309b1,Erika Long,19,Female,Canada,Vip
342a16a3-c8c0-4f58-a9ef-5e8eda259cd2,Anna Reyes DDS,56,Male,UK,Vip
ab9bf7d8-f481-43e1-8542-6b43604e340b,Alexander Gonzalez,40,Female,UK,Returning
4a5044f4-b3c3-46e5-82d7-a74ae3ec6e8a,David Roberts,29,Female,UK,Vip
78f26e68-b3d3-4904-aca7-56e5014f7ddb,Kara Ramirez,59,Male,Canada,New
e27b4ca3-6954-42dd-897d-fcc538168d80,Brenda Ortega MD,42,Female,UK,Vip
372a9eb8-3055-4a0c-b4b9-0c5fdff86470,Michelle Turner,37,Male,UK,New
32faacd1-cef9-4c69-9f19-9feb665eafef,Valerie Mcfarland,33,Female,Canada,Returning
be57ef95-78cb-4b3a-a353-3624d4ec79b9,Deborah Kerr,54,Male,Canada,Returning
f1d48bfe-2e02-4667-a1ae-66c320dd36f2,Cheryl Kennedy,40,Male,UK,Returning
fa87f82f-c2de-487b-8ac5-ed49de728620,Michelle Perez,54,Female,USA,Returning
b256df0e-8c87-4978-8bec-47e260730b1d,Katherine Ramos,38,Female,USA,New
6d756af7-d628-446a-9104-2ee207d7552f,Jessica Turner,18,Female,Canada,Vip
c4799019-841b-4577-966f-9120b4ca74f0,Jose Delacruz,51,Female,Canada,New
74abc4e3-09fe-4683-bd57-4572aefae06e,David Frey,23,Male,USA,Returning
453ffb25-9922-4ecb-bbd2-01a3d5af151d,Rachel Mendoza,64,Male,UK,Returning
7c230e90-ef18-45f4-8061-01fe88d8cc39,Devin Washington,25,Female,Canada,New
0514f415-8c04-485a-8697-dd52a8b8c4e7,Amanda Miller,45,Male,UK,New
49104653-e991-4d03-a17a-f74f9d294b2d,Audrey Foster,21,Male,UK,Vip
2b23ee8c-d7fb-41b2-aa72-d612ddce1f66,William Todd,39,Female,UK,Vip
8a18636e-0ecb-4644-8630-d5a45397285d,Hunter Clay,69,Female,UK,Returning
eb9ad63f-4205-40d0-8aa0-3d000f857846,Margaret Quinn,60,Female,USA,Vip
1724a59b-f27b-4b47-829e-9a0d879c72b7,Amy Lee,50,Female,UK,Returning
406fb813-3d01-4d41-a403-843f973921ae,William Bryan,38,Female,Canada,Returning
679abf71-abfe-4de9-a149-2f53465a9133,Robert Velez,31,Female,USA,Vip
a7dca680-9c38-436a-af49-ce27efbb1f58,David King,24,Male,USA,Returning
d1fe1383-ef10-44b6-b003-03dacabd4f2f,David Hall,24,Female,Canada,Vip
cba551cd-9422-4e1c-9709-00840b31f36a,Carol Patterson,49,Female,UK,Vip
63e442c7-c732-47f2-b042-00b6c31cc0b5,Russell Vazquez,42,Male,Canada,New
58ef94d0-9873-434a-a8c9-6dfd6596fdd8,Anthony Clark,29,Male,UK,New
aedd3b87-7208-440a-bfdd-12ab4843f358,Tammy Martinez,66,Female,UK,Returning
9e77fd54-fae6-4588-870c-b021e055eb54,James Tran,60,Male,UK,Vip
72222788-f746-4763-a433-b48b87a00cc0,Michael Villarreal,18,Male,USA,Returning
82e7fff2-7c60-4ac9-b949-b942357f3c7e,Scott Ferguson,51,Male,USA,Returning
5aed9457-d37d-4121-a827-12723f420f4d,Daniel Wong,56,Male,USA,Returning
c25a685a-f0e5-472c-9728-dd33328c947b,James Gonzalez,56,Female,USA,New
f955566d-e2c2-4e2e-88b4-eee258d4abd1,Catherine Garcia,41,Male,Canada,New
76118284-b598-4890-9cfe-77ac0310e0fb,Jeremy Harvey,45,Male,UK,Returning
d7112d94-e6cc-4480-9571-700d79710547,Kathleen Neal,31,Male,UK,New
a35f520e-5417-49bb-83d5-de101ac6e8a5,Jeffery Barnett,54,Female,Canada,New
02ed66d6-0561-4d2a-96ed-254dd52c520b,Mr. Joshua Smith,62,Female,UK,Vip
b92357d7-34f6-4676-90b7-ac45d74639ac,Mariah Wilson,55,Male,Canada,Vip
ecfac743-7789-488b-b71b-727841bc49c2,Janet Kaiser,66,Female,USA,Vip
4ef367d0-999b-4623-97e9-9fea2b6a46d3,Sherri Perry,67,Male,USA,Vip
1bf253de-a7b9-4a20-b79e-ac2b2c69541f,Becky Valdez,70,Male,Canada,Vip
4e3ad3b2-417c-477b-a3ed-7d3e7c2bfa43,Shawn Delacruz,44,Male,UK,Returning
319883c5-5902-46d9-a8da-f2acf98f58b3,Raymond Benton,41,Female,Canada,Vip
10fc54a5-cd8e-4e25-8f3e-6c18a9b913c0,James Smith,47,Male,Canada,Returning
c6c6f6e6-434f-4610-a759-cb28de79744d,Terri Mercado,51,Female,Canada,New
ab731f1a-e707-4f9a-a6b4-552b85ea1d80,Kristine Baird,19,Female,Canada,Vip
25804121-d22b-45fb-adca-42cd2ed5ba95,Samuel Mckenzie,44,Male,UK,Returning
cae6fb1e-52a1-4b4e-a80b-5ebc83a8f474,Joel Williams,69,Male,UK,New
89135788-d03b-45ec-97b9-26aac0678e35,Morgan Stephenson,51,Male,UK,Vip
dd0d3c9a-355f-41f1-b0fc-8593de423f87,Kristina Nelson,56,Female,UK,Returning
2396033a-6a06-41b6-88e5-358f7724eeba,Terry Huang,23,Female,USA,New
f0c8313b-ebea-4c0c-bf94-22f3aa022937,Bruce Young,69,Female,USA,Vip
237b0ddb-1f53-4e13-ad20-0ecb32865048,Margaret Fisher,39,Male,USA,Vip
0c8b6edc-a74f-4b3c-8ad4-1f402f2f697e,James Mullins,58,Male,UK,Returning
2cdcb498-5d03-4b84-8fb0-be9607cdb1d9,Kevin Nguyen,20,Female,USA,Returning
bddd2219-9274-40f4-bc24-24369998ba4b,Rhonda Anthony DDS,50,Male,USA,Vip
6331c3bc-271e-4c14-a882-8f11ddea63a8,Heather Fox,68,Female,USA,Vip
255fc6ca-ae8d-46c0-b333-095af17e3b4c,Mary Roberts,21,Male,USA,New
881bb655-5aa4-471c-a892-273f7822a794,Katherine Faulkner,61,Male,USA,Returning
2371ec89-460e-4405-be4b-02b019d30254,Natalie Leonard,53,Male,UK,Returning
3a0ee00a-7952-4dd1-9201-87747cc1c73c,Kimberly Harris,67,Male,Canada,New
78a121bc-53ca-403e-9ec1-c90101f466b8,Patricia Avery,40,Female,Canada,Returning
51072b86-a260-45da-b657-63f89398163a,Amy Mendoza,38,Female,Canada,Vip
72a4a7e5-783e-45e7-b78c-4dceabe25868,Angela Romero,44,Male,USA,Vip
bd1a93aa-d4ef-4b2e-a858-d8e79629d27a,Robin Williams DDS,38,Female,Canada,Vip
53a40917-6765-4f0a-a3e3-a87cb46ae857,Michele Shaw,20,Male,UK,New
884b6e92-294a-493d-9d17-26318bb1c181,Courtney Martinez,36,Male,Canada,Vip
dcc0ea2d-838b-40a1-bde6-375f82c13d61,Teresa Stone,46,Male,UK,Returning
589c798d-f88a-44a3-b0d4-6b5b3e028d74,Carla Thompson,70,Female,USA,Vip
e200b5df-f5a6-46ad-a06f-8f2a28af7858,Charlotte Thomas,26,Male,UK,Returning
1d5620f7-c468-4508-84e0-87acbf1fcd08,Patrick Ayala,51,Female,Canada,New
2048dc5e-d596-49cc-9df6-ae7a33b17ac0,Jeffrey Burch,19,Female,UK,Returning
b646404b-cbf4-4694-a620-ed2bc1f45d72,Laura Clark,34,Female,UK,Returning
93871962-cac2-463a-932c-0796d8a81e61,Nicholas Byrd,38,Female,USA,Vip
9063f112-7648-4e8f-8c96-bc2dea8b928f,Anthony Harrington,25,Male,USA,Vip
b3f3f0dc-7248-480d-85c0-facc6fe008d5,Dave Schmitt,33,Female,UK,New
8fa1f590-9bc7-424b-a2ad-4632c5ee5adf,Melissa Richards,55,Male,USA,Vip
ed22b594-5843-4efb-bd33-34ce532d787e,Michael Rivera,65,Female,USA,Vip
8d0724d5-a0b9-4470-9703-6b19345adfbf,Lauren Tucker,25,Female,USA,Returning
2afc0dac-971e-4bba-8b82-1cf500ecc097,Christina Mcdonald,59,Female,UK,New
4c237d2a-d235-4e22-aa74-3d647b62a3df,Laura Gonzalez,65,Female,USA,Vip
8f3113ef-95d2-4ebe-a53c-211550904dbf,Nicholas Zuniga,63,Male,USA,New
5a3c368e-7208-4ed1-b431-2413e58701fc,Jonathon Simmons,69,Female,USA,Vip
0f1dcb08-b392-4c8e-9cca-b46e141d07fc,Margaret Wilson,68,Female,USA,Returning
06c133ea-24a3-4a22-9ae6-bba90aef3754,Katelyn Shepard,21,Male,USA,New
a7278688-b9b7-4750-9331-69a6e6de1f67,Jessica Allen,66,Male,Canada,Vip
57810be4-fc91-4ecc-ab44-55ab3f2284f4,Ian Hill,19,Male,UK,Vip
158cde51-7ecd-483c-a580-8fc4c67f04dc,Ann Brown,19,Female,Canada,New
c6074648-f304-40a4-abca-c05f6f595779,Angelica Wells,38,Male,Canada,New
6cb24cf5-eaa6-4052-b6cf-1be598ea979e,James Dunn,59,Female,USA,New
8376ccd0-3265-4881-8cdc-e84830cc59e7,Lisa Thomas,46,Male,UK,Vip
5e934849-4ea3-4732-825c-9f564c9a36a0,Dawn Lutz,51,Male,UK,New
bb7c0b15-6aa8-4ffd-ab8b-4656876f54f2,Steve Page MD,42,Male,USA,New
d9c6edae-5979-494b-b5ee-d81b5b316919,Marie Rogers,48,Male,Canada,New
848389e7-fc44-4606-b542-1e4453d496ee,Dustin Rivera,38,Female,Canada,New
712d4b92-4118-43fe-81db-8a857f0173bf,Shelley Shepherd,27,Female,USA,New
2ad3fc19-5bca-4306-b2ca-8361a359f354,Gregory Armstrong,36,Female,Canada,Vip
721ea679-ccb5-468d-bb0e-93c5b66b74bb,Juan West,39,Female,Canada,New
b1f2ce41-eaf2-4d0a-ac69-f94e21870fef,Derek Cunningham,55,Female,USA,Vip
6c4c1087-9973-48eb-8546-3304d0653fdc,Michael Moss,31,Male,USA,Vip
841552ae-a789-450d-849f-f35f7c9e2896,Rodney Porter,50,Female,UK,New
be58e28c-8c12-4f12-939c-83e397b6e9c8,Andrew Allen,49,Female,Canada,Returning
9f0943b5-6c33-48a0-bd31-996371a59f12,Derrick Morgan,45,Male,Canada,Returning
a96956c8-cde7-4b9c-b6de-830bddb9f4ac,Christopher Lyons,45,Female,UK,Vip
f4c6d232-ab11-4b71-b28f-86d30e9560fc,Maria Hoffman,42,Male,Canada,Returning
0d797fa5-3095-4723-b54e-98b4864d7ea1,Jonathan Hernandez,59,Male,UK,Returning
f4df3d79-071e-4c2b-85a1-de404078d53c,April Bray,67,Female,Canada,New
fbc29a60-1f51-464f-bc4a-0051136aa0c7,Richard Osborne,21,Male,USA,Returning
5bc932db-8d6b-4b14-929b-ca4bc61951ff,Meredith Garcia,68,Female,Canada,New
c72d60d1-b133-4c39-acba-7d261b6dfd02,Alexandra Robinson,62,Female,USA,Vip
ee5274a9-78e9-4329-b8d1-79756979da3e,Joe Mccormick DDS,35,Male,Canada,New
56865fb7-eb09-4284-99dc-c2a74fd5c456,Christopher Shaw,34,Male,USA,Vip
6ea29223-a282-4ca1-a4c5-4bb8decf3fa3,Suzanne Kemp,49,Female,Canada,Vip
75bbf212-d656-4968-aa6a-a16b7009bae4,Michele Malone,70,Female,USA,Returning
7e533783-f6c9-468b-ba87-7896bd8cba13,Ian Marks,25,Male,UK,Vip
989645c5-f025-448b-9da1-48f18886e716,Kathryn Johns,62,Male,Canada,Returning
a0941490-88dc-4f13-a86c-9aaa14c80325,Elizabeth Walsh,38,Female,USA,Vip
27860707-a7b5-453c-b165-2ff17dada949,Kimberly Clements,41,Male,Canada,Vip
b9e18d5b-4df1-4342-a2c4-428c5ae86604,Wendy Bradley,65,Male,UK,Vip
b0bdf76e-852d-44de-997f-af834a676a30,Matthew Adams,39,Female,UK,New
4d594a8f-cbfc-4a9f-8d38-6fab46004aad,Karen Allen MD,64,Female,USA,Returning
3df5bbf7-1a4f-4ecc-8cdb-7115b06b9155,Dr. Faith Cox,36,Female,Canada,Vip
08ddb9b3-6fd1-427a-9c87-a3d5b95dac27,Jessica Mendez,32,Male,USA,Vip
68747f2c-b013-48e1-92e5-4dd995a2ca44,Donald Thomas,52,Male,USA,New
256677bd-0fbd-48f2-a88c-5d0baccf73c6,Ian Nelson,66,Female,Canada,Returning
